symbol,company_name,page
500270,Baroda Rayon,4
500426,UTL Industries,7
502445,Citadel Realty,6
502901,Jamshri Realty,5
503127,Raja Bahadur Int,4
503229,Simplex Realty,5
503349,Victoria Mills,5
503776,Modipon,5
504000,Elpro Internatio,2
504392,Krishna Vent.,6
504882,National Standar,2
505650,Skyline Millars,5
507828,Ansal Housing,5
507917,East Buildtech,7
508929,Avishkar Infra,2
508961,Shricon Indus.,6
509423,Sanathnagar Ent.,7
509845,R J Shah & Co,7
511131,Kamanwala Housin,6
511176,Parshwanath Corp,6
511411,Shristi Infra,5
511714,Nimbus Projects,3
513173,Steel Strips Inf,6
514332,Neo Infracon,6
521149,Prime Urban,6
521228,Tatia Global,6
523007,Ansal Buildwell,5
523566,Martin Burn,6
524031,Patidar Buildcon,7
524642,Sikozy Realtors,7
526117,Shervani Indl Sy,5
526407,Hampton Sky,4
526488,Bhudevi Infra,4
526519,Alpine Housing,4
526654,Thakkers Develp.,5
526727,Garnet Construct,4
526823,Rajeswari Infra.,7
530141,Gyan Developers,7
530695,Prime Property,6
530821,SSPDL Ltd,7
530925,Ramsons Projects,6
531080,Shri Krishna,4
531155,Epsom Properties,7
531273,Radhe Develop.,5
531328,Kretto Syscon,6
531381,Arih.Found.Hsg.,2
531416,Narendra Prop.,6
531552,RTCL,6
531574,Vas Infra.,7
531578,KMF Builders,7
531583,Rap Corp,6
531640,Suvidha Infra.,7
531694,Rainbow Foundat.,4
531771,Shraddha Prime,3
531802,Prerna Infra.,5
531814,Tirupati Sarjan,6
531822,Rodium Realty,5
531902,Gallops Enterp.,7
531909,Croissance Ltd,6
531968,IITL Projects,6
532005,Sam Industries,5
532159,Trescon,5
532334,HB Estate Devel.,4
532344,Madala Holdings,3
532467,Haz.Multi Proj.,3
532723,MPDL Ltd,6
533167,Coromandel Engg.,3
533285,RDB Infrastruc.,2
534338,Max Heights,6
535621,S V Global Mill,3
537582,Unishire Urban,7
537707,Laddu Gopal,7
538576,Bhanderi Infra.,5
538596,Cemantic Infra,7
538668,Meghna Infracon,2
538770,Crane Infra,7
538794,Jet Solar,6
538919,Skyline Ventures,7
538993,Purohit Const.,7
539099,Athena Construc.,8
539189,Adhbhut Infra.,7
539522,Grovy India,5
539544,Abhishek Infra.,7
539767,Mega Nirman,4
540026,Ladam Affordab.,7
540796,Ratnabhumi Dev.,3
542046,Vivid Mercantile,5
542146,Sh. Krish. Infr.,7
543241,Veer Global Inf.,4
543366,SBL Infratech,8
543376,Samor Reality,4
543542,Kesar India,2
543543,B-Right Real,2
543598,Shantidoot Infra,6
543745,SVS Ventures,6
544346,RDB Real Estate,3
544462,PropshareTitania,3
544542,Justo Realfin,4
ACTIVEINFR,Active Infra.,3
AGIIL,AGI Infra,1
AJMERA,Ajmera Realty,2
ALEMBICLTD,Alembic,2
AMJLAND,AMJ Land Holdin.,4
ANANTRAJ,Anant Raj,1
ANSALAPI,Ansal Properties,5
ARIHANTSUP,Arihant Super.,2
ARKADE,Arkade,2
ARTNIRMAN,Art Nirman Ltd,5
ARVSMART,Arvind SmartSp.,2
ASHIANA,Ashiana Housing,2
ATALREAL,Atal Realtech,3
BIRET,Brookfield India,1
BRIGADE,Brigade Enterpr.,1
CCCL,C C C L,3
COUNCODOS,Country Condo,6
DHARAN,Dharan Infra-EPC,5
DIRL,Dhanuka Infra Realty,7
DLF,DLF,1
ELDEHSG,Eldeco Housing,2
EMAMIREAL,Emami Realty Ltd,3
EMBASSY,Embassy Off.REIT,1
EMBDL,Embassy Develop,1
GANESHHOU,Ganesh Housing,1
GEECEE,GeeCee Vent.,3
GENCON,Generic Engineer,4
GODREJPROP,Godrej Propert.,1
GOLDENTOBC,Golden Tobacco,5
HDIL,H D I L,4
HOMESFY,Homesfy Realty,5
HUBTOWN,Hubtown,2
KALPATARU,Kalpat.,1
KOLTEPATIL,Kolte Patil Dev.,2
KRT,Knowledge Realty,1
LANCORHOL,Lancor Holdings,4
LODHA,Lodha Developers,1
LOTUSDEV,Sri Lotus,1
LPDC,Landmark Prop.,5
MAHLIFE,Mahindra Life.,1
MARATHON,Marathon Nextgen,2
MASON,Mason Infratech,3
MAXESTATES,Max Estates,1
MINDSPACE,Mindspace Busine,1
MODIS,Modi's Navnirman,3
NILAINFRA,Nila Infrastruct,3
NILASPACES,Nila Spaces,3
NXST,Nexus Select,1
OBEROIRLTY,Oberoi Realty,1
OMAXE,Omaxe,2
PANSARI,Pansari Develop.,3
PARSVNATH,Parsvnath Devl.,3
PENINLAND,Peninsula Land,3
PHOENIXLTD,Phoenix Mills,1
PRAENG,Prajay Engineers,4
PRESTIGE,Prestige Estates,1
PROPEQUITY,P.E. Analytics,4
PROZONER,Prozone Realty,3
PURVA,Puravankara,1
PVP,PVP Ventures,3
RAYMOND,Raymond,2
RAYMONDREL,Raymond Realty,2
RUSTOMJEE,Keystone Realtor,1
RVHL,Ravinder Heights,4
SBGLP,Suratwwala Busi.,3
SHRADHA,Shradha Realty,4
SHRIRAMPPS,Shriram Properti,2
SIGNATURE,SignatureGlobal,1
SIL,Standard Inds.,5
SOBHA,Sobha,1
SUMIT,Sumit Woods,4
SUNTECK,Sunteck Realty,1
SUPREME,Supreme Holdings,4
SURAJEST,Suraj Estate,2
TARC,TARC Ltd,2
UNITECH,Unitech,2
VASCONEQ,Vascon Engineers,3
VIPULLTD,Vipul Ltd,4
VR,V R Infraspace,4
